"","ageph","postal","freq","agecar","sexph","fuel","split","use","fleet","sportc","cover","power","claimAm","long","lat","logclaimAm","group_ageph"
"152001",35,1050,1,"6-10","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",524.14606878,4.36698780528209,50.8223368893053,6.26177040268921,"[33,37)"
"152002",33,1050,1,"6-10","Male","Gasoil","Monthly","Professional","No","No","MTPL+","<66",70.798390675,4.36698780528209,50.8223368893053,4.25983626986223,"[33,37)"
"152009",35,1050,1,">10","Male","Petrol","Monthly","Private","No","No","MTPL","<66",74.070585202,4.36698780528209,50.8223368893053,4.30501849265552,"[33,37)"
"152014",23,1050,1,">10","Male","Petrol","Monthly","Private","No","No","MTPL","<66",74.566372252,4.36698780528209,50.8223368893053,4.31168963147865,"[0,25)"
"152021",36,1050,1,"6-10","Male","Petrol","Thrice","Private","Yes","No","MTPL+++","<66",349.57944864,4.36698780528209,50.8223368893053,5.85673085669876,"[33,37)"
"152027",50,1050,1,">10","Male","Petrol","Once","Private","No","No","MTPL","<66",64.625841908,4.36698780528209,50.8223368893053,4.16861436033368,"[50,56)"
"152032",39,1060,1,">10","Male","Gasoil","Once","Private","No","No","MTPL+","<66",74.095374555,4.33373526320972,50.8295893025831,4.30535310869381,"[37,42)"
"152033",32,1060,1,"6-10","Male","Petrol","Monthly","Professional","No","No","MTPL+","<66",1611.307911,4.33373526320972,50.8295893025831,7.38480149526771,"[29,33)"
"152043",40,1070,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL+++","<66",8005.2999636,4.28236829549573,50.8289657408843,8.98785909675874,"[37,42)"
"152044",40,1070,1,"6-10","Male","Petrol","Once","Professional","No","No","MTPL+++","<66",4826.4869273,4.28236829549573,50.8289657408843,8.48187413775915,"[37,42)"
"152051",37,1070,1,">10","Male","Petrol","Monthly","Private","No","No","MTPL","<66",65.295154425,4.28236829549573,50.8289657408843,4.17891782870518,"[37,42)"
"152058",69,1070,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",58.428503789,4.28236829549573,50.8289657408843,4.06780384934134,"[65,100]"
"152060",31,1070,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",1426.3793415,4.28236829549573,50.8289657408843,7.26289458347995,"[29,33)"
"152061",32,1070,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",139.86152668,4.28236829549573,50.8289657408843,4.94065283798906,"[29,33)"
"152064",29,1070,1,"2-5","Male","Petrol","Twice","Private","No","No","MTPL","<66",1400.1274173,4.28236829549573,50.8289657408843,7.24431852381912,"[29,33)"
"152071",40,1070,1,">10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",64.625841908,4.28236829549573,50.8289657408843,4.16861436033368,"[37,42)"
"152072",21,1070,1,">10","Male","Petrol","Twice","Private","No","No","MTPL","<66",1555.6310254,4.28236829549573,50.8289657408843,7.34963654641287,"[0,25)"
"152086",26,1080,1,">10","Male","Petrol","Monthly","Private","No","No","MTPL","66-110",61.874223783,4.30807990267473,50.8553894662027,4.12510367588895,"[25,29)"
"152089",29,1080,1,">10","Male","Gasoil","Monthly","Private","No","No","MTPL","<66",1373.7515462,4.30807990267473,50.8553894662027,7.2253006312495,"[29,33)"
"152097",29,1080,1,">10","Male","Petrol","Once","Private","No","No","MTPL","<66",150.37221213,4.30807990267473,50.8553894662027,5.01311363467161,"[29,33)"
"152122",32,1082,1,">10","Male","Petrol","Twice","Private","No","No","MTPL+","66-110",64.625841908,4.28376885691113,50.8647124698852,4.16861436033368,"[29,33)"
"152124",23,1083,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL","<66",65.691784065,4.29863373078213,50.8744775426317,4.18497386538777,"[0,25)"
"152142",71,1090,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",2697.9987556,4.31078952102538,50.8815964170915,7.90026557553705,"[65,100]"
"152143",30,1090,3,">10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",851.61341501,4.31078952102538,50.8815964170915,6.74713268560779,"[29,33)"
"152153",66,1140,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",1611.307911,4.39800349325113,50.8700912873157,7.38480149526771,"[65,100]"
"152165",26,1140,1,">10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",64.625841908,4.39800349325113,50.8700912873157,4.16861436033368,"[25,29)"
"152176",33,1150,1,">10","Male","Gasoil","Thrice","Private","No","No","MTPL","<66",1426.3793415,4.43225411401803,50.8312367151221,7.26289458347995,"[33,37)"
"152177",49,1150,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL+++","<66",64.675420613,4.43225411401803,50.8312367151221,4.16938123153761,"[46,50)"
"152187",30,1160,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",74.095374555,4.42757951558676,50.8102713392462,4.30535310869381,"[29,33)"
"152222",47,1180,1,"6-10","Male","Gasoil","Monthly","Private","No","No","MTPL+++","<66",455.03335407,4.35081703057296,50.7896898188678,6.12037072191257,"[46,50)"
"152226",58,1180,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",74.070585202,4.35081703057296,50.7896898188678,4.30501849265552,"[56,65)"
"152228",40,1180,1,">10","Male","Gasoil","Once","Private","No","No","MTPL","<66",1239.4676239,4.35081703057296,50.7896898188678,7.12243723084366,"[37,42)"
"152229",33,1180,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL+","<66",283.83808587,4.35081703057296,50.7896898188678,5.64840395540485,"[33,37)"
"152231",30,1180,1,">10","Male","Petrol","Monthly","Private","No","No","MTPL+","66-110",65.691784065,4.35081703057296,50.7896898188678,4.18497386538777,"[29,33)"
"152233",28,1180,1,">10","Male","Petrol","Monthly","Private","No","No","MTPL","66-110",1679.4786303,4.35081703057296,50.7896898188678,7.42623868512502,"[25,29)"
"152243",30,1190,1,"2-5","Male","Petrol","Monthly","Private","No","No","MTPL","66-110",2478.9352477,4.31386739993813,50.8140153943411,7.81558441136327,"[29,33)"
"152244",45,1190,1,">10","Male","Petrol","Monthly","Private","No","No","MTPL","66-110",74.095374555,4.31386739993813,50.8140153943411,4.30535310869381,"[42,46)"
"152245",35,1190,2,">10","Male","Gasoil","Monthly","Private","No","No","MTPL","<66",2378.8110531,4.31386739993813,50.8140153943411,7.77435608432408,"[33,37)"
"152250",37,1190,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL+","66-110",1363.4143863,4.31386739993813,50.8140153943411,7.21774741065532,"[37,42)"
"152259",31,1200,1,"2-5","Male","Petrol","Monthly","Private","No","No","MTPL+","<66",2133.14857,4.42080965022475,50.8479827493696,7.66535436911648,"[29,33)"
"152266",53,1200,1,">10","Male","Petrol","Monthly","Private","No","No","MTPL","<66",76.15289081,4.42080965022475,50.8479827493696,4.33274304066922,"[50,56)"
"152282",55,1200,2,">10","Male","Petrol","Twice","Private","No","No","MTPL","<66",3903.8272281,4.42080965022475,50.8479827493696,8.26971269145636,"[50,56)"
"152289",27,1210,1,">10","Male","Petrol","Twice","Private","No","No","MTPL","<66",145.01771199,4.35903075972769,50.8537241112393,4.97685588661584,"[25,29)"
"152313",29,1310,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","66-110",3021.8716457,4.45419821403794,50.7361608178402,8.01363166863484,"[29,33)"
"152315",28,1315,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+++","66-110",1187.3851943,4.77096130079235,50.699073534943,7.07950885275092,"[25,29)"
"152319",24,1320,1,"6-10","Male","Gasoil","Thrice","Private","No","No","MTPL+","<66",42010.689169,4.7537018309566,50.7762224262837,10.6456793689087,"[0,25)"
"152349",43,1340,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL+","<66",1426.3793415,4.55665447113931,50.6715246702147,7.26289458347995,"[42,46)"
"152352",31,1340,1,">10","Male","Petrol","Once","Private","No","No","MTPL","66-110",209.37087102,4.55665447113931,50.6715246702147,5.34410718188339,"[29,33)"
"152370",53,1380,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL+","<66",4.883502438,4.45136936114677,50.6823559062979,1.58586267513738,"[50,56)"
"152374",34,1380,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL","66-110",3852.1910069,4.45136936114677,50.6823559062979,8.25639735811129,"[33,37)"
"152379",30,1380,1,"6-10","Male","Gasoil","Monthly","Private","No","No","MTPL","<66",1087.1866316,4.45136936114677,50.6823559062979,6.99134856658768,"[29,33)"
"152382",49,1380,1,"6-10","Male","Petrol","Thrice","Professional","No","No","MTPL+","<66",1630.8171314,4.45136936114677,50.6823559062979,7.39683647579549,"[46,50)"
"152386",33,1390,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",74.095374555,4.67743644017068,50.7483777947731,4.30535310869381,"[33,37)"
"152401",37,1400,1,"6-10","Male","Gasoil","Thrice","Private","No","No","MTPL+","<66",218.98913978,4.31374250621725,50.5915115775348,5.38902213854121,"[37,42)"
"152403",37,1410,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL+","66-110",70.500918446,4.39311757725095,50.709992132726,4.2556257373362,"[37,42)"
"152406",51,1410,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL+","<66",654.61243087,4.39311757725095,50.709992132726,6.48404335191121,"[50,56)"
"152444",70,1420,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL+","66-110",213.88253317,4.34807985922446,50.691982356108,5.36542695389481,"[65,100]"
"152484",51,1470,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL+++","<66",61.874223783,4.48109568138981,50.6069157926835,4.12510367588895,"[50,56)"
"152502",27,1480,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",170.99695339,4.17980537326721,50.6900776832912,5.1416457399112,"[25,29)"
"152508",49,1480,1,">10","Male","Gasoil","Once","Private","No","No","MTPL","<66",2878.1181907,4.17980537326721,50.6900776832912,7.96489195356031,"[46,50)"
"152518",45,1490,1,"2-5","Male","Gasoil","Thrice","Professional","No","No","MTPL","66-110",899.85349493,4.55222736952179,50.6263990726808,6.80223196666254,"[42,46)"
"152520",58,1495,1,"6-10","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",1576.5036601,4.51619692860488,50.5625285325268,7.36296480064433,"[56,65)"
"152549",46,1600,1,">10","Male","Gasoil","Monthly","Private","No","No","MTPL","<66",65.691784065,4.23246714400967,50.7807760781875,4.18497386538777,"[46,50)"
"152554",78,1600,1,">10","Male","Petrol","Thrice","Private","Yes","No","MTPL+","<66",337.60619139,4.23246714400967,50.7807760781875,5.82188010197899,"[65,100]"
"152556",39,1600,1,">10","Male","Petrol","Once","Private","No","No","MTPL+","<66",4665.4057149,4.23246714400967,50.7807760781875,8.44793007946762,"[37,42)"
"152562",56,1630,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",64.625841908,4.33521382838845,50.7677723333653,4.16861436033368,"[56,65)"
"152569",54,1640,1,">10","Male","Gasoil","Once","Private","No","No","MTPL","<66",4.9578704955,4.36279842623362,50.744416767182,1.60097631296125,"[50,56)"
"152594",64,1650,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL+++","66-110",64.501895146,4.3022202782442,50.7665304689135,4.16669460547861,"[56,65)"
"152603",60,1700,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL+","<66",129.25168382,4.22888220249843,50.8588923610084,4.86176154092457,"[56,65)"
"152604",48,1700,1,">10","Male","Petrol","Once","Professional","No","No","MTPL","<66",141.00183689,4.22888220249843,50.8588923610084,4.94877291788196,"[46,50)"
"152608",27,1730,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL+","<66",1446.0372981,4.19032802994598,50.9108264932304,7.27658219636945,"[25,29)"
"152609",34,1730,2,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL+++","<66",3290.8609094,4.19032802994598,50.9108264932304,8.09890448411826,"[33,37)"
"152611",55,1730,1,">10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",1667.3814263,4.19032802994598,50.9108264932304,7.41900966659577,"[50,56)"
"152615",62,1740,1,"6-10","Male","Petrol","Monthly","Professional","No","No","MTPL","<66",5987.8680909,4.16944487936061,50.8730086396497,8.69749071638906,"[56,65)"
"152648",38,1800,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL+++","<66",4473.2882332,4.4232600706597,50.9301149422304,8.40587903980972,"[37,42)"
"152655",26,1800,1,">10","Male","Petrol","Thrice","Private","No","No","MTPL","<66",167.97265239,4.4232600706597,50.9301149422304,5.12380118275975,"[25,29)"
"152675",64,1830,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL+","<66",74.095374555,4.43266041237036,50.9114253143502,4.30535310869381,"[56,65)"
"152678",55,1830,3,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL+","<66",1628.9331406,4.43266041237036,50.9114253143502,7.39568056454305,"[50,56)"
"152683",45,1830,1,"0-1","Male","Petrol","Once","Private","No","No","MTPL","66-110",2107.0949606,4.43266041237036,50.9114253143502,7.6530654818916,"[42,46)"
"152687",34,1850,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+++","<66",504.26500809,4.37431901237712,50.9405747540772,6.22310193958427,"[33,37)"
"152689",49,1850,1,"2-5","Male","Petrol","Monthly","Private","No","No","MTPL+","<66",74.095374555,4.37431901237712,50.9405747540772,4.30535310869381,"[46,50)"
"152695",69,1850,1,">10","Male","Petrol","Once","Private","No","No","MTPL+","<66",1086.442951,4.37431901237712,50.9405747540772,6.99066429118494,"[65,100]"
"152700",24,1850,1,"0-1","Male","Gasoil","Twice","Private","No","No","MTPL+++","66-110",722.83272889,4.37431901237712,50.9405747540772,6.58317783839299,"[0,25)"
"152715",46,1880,2,">10","Male","Petrol","Once","Private","No","No","MTPL","66-110",5024.7273791,4.34421636384965,51.0036018257559,8.52212647854011,"[46,50)"
"152718",47,1910,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL+","66-110",1454.540046,4.55014189321385,50.9413082866399,7.28244501004163,"[46,50)"
"152746",51,1980,1,"6-10","Male","Gasoil","Monthly","Private","No","No","MTPL","<66",79.598610805,4.42305226052452,50.9788590683209,4.37699664049955,"[50,56)"
"152759",43,1980,1,"6-10","Male","Petrol","Thrice","Private","No","No","MTPL","66-110",198.68666011,4.42305226052452,50.9788590683209,5.29172901147115,"[42,46)"
"152779",50,2000,1,">10","Male","Petrol","Once","Private","No","No","MTPL","<66",70.624865208,4.38841821750176,51.215508128703,4.25738228090549,"[50,56)"
"152783",40,2000,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+++","<66",5373.3648323,4.38841821750176,51.215508128703,8.5892095894659,"[37,42)"
"152786",37,2000,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL+","<66",70.376971683,4.38841821750176,51.215508128703,4.25386610287734,"[37,42)"
"152791",59,2000,1,"2-5","Male","Petrol","Monthly","Private","No","No","MTPL+++","<66",264.6263377,4.38841821750176,51.215508128703,5.57831878452019,"[56,65)"
"152801",33,2000,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL+","<66",70.624865208,4.38841821750176,51.215508128703,4.25738228090549,"[33,37)"
"152810",28,2000,1,"6-10","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",686.49153815,4.38841821750176,51.215508128703,6.53159389905777,"[25,29)"
"152840",47,2000,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL+","66-110",1426.3793415,4.38841821750176,51.215508128703,7.26289458347995,"[46,50)"
"152848",33,2000,1,"6-10","Male","Petrol","Twice","Private","No","Yes","MTPL","66-110",150.37221213,4.38841821750176,51.215508128703,5.01311363467161,"[33,37)"
"152869",56,2000,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL+","66-110",2688.7523271,4.38841821750176,51.215508128703,7.89683254607668,"[56,65)"
"152875",47,2000,1,">10","Male","Gasoil","Once","Private","No","No","MTPL","66-110",1165.0995664,4.38841821750176,51.215508128703,7.06056182706893,"[46,50)"
"152888",39,2000,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","<66",743.68057432,4.38841821750176,51.215508128703,6.61161160705078,"[37,42)"
"152895",24,2000,1,"6-10","Male","Petrol","Thrice","Private","No","No","MTPL","<66",1109.8193104,4.38841821750176,51.215508128703,7.0119524976323,"[0,25)"
"152898",30,2000,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","<66",314.27941071,4.38841821750176,51.215508128703,5.75028243325813,"[29,33)"
"152912",43,2070,1,"0-1","Male","Gasoil","Monthly","Private","No","No","MTPL+++","<66",1222.1150771,4.31262342747825,51.2247920093373,7.10833830641065,"[42,46)"
"152913",84,2070,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL+","<66",150.37221213,4.31262342747825,51.2247920093373,5.01311363467161,"[65,100]"
"152918",50,2150,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL","<66",1679.9744174,4.47704177485091,51.1913966395942,7.42653384454327,"[50,56)"
"152922",28,2160,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL","66-110",10308.106862,4.50852448859853,51.2065251795675,9.24068593861801,"[25,29)"
"152923",29,2160,1,">10","Male","Gasoil","Monthly","Private","No","No","MTPL","<66",1354.0688004,4.50852448859853,51.2065251795675,7.2108692648844,"[29,33)"
"152930",75,2200,1,">10","Male","Petrol","Once","Private","No","No","MTPL","<66",144.57150365,4.81702352933596,51.1637876551018,4.97377422011014,"[65,100]"
"152937",65,2200,1,">10","Male","Gasoil","Once","Private","No","No","MTPL","<66",778.11298491,4.81702352933596,51.1637876551018,6.65687173845434,"[65,100]"
"152946",35,2220,1,"2-5","Male","Gasoil","Monthly","Professional","No","No","MTPL+","66-110",1275.0403447,4.71751552813287,51.0672503308875,7.15073309999386,"[33,37)"
"152957",26,2240,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+++","<66",2200.1294004,4.64666007398503,51.2097348405994,7.69627145598031,"[25,29)"
"152961",28,2260,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL+++","66-110",1611.307911,4.87160836248184,51.1066043237379,7.38480149526771,"[25,29)"
"152963",26,2260,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",203.34705837,4.87160836248184,51.1066043237379,5.31491416640154,"[25,29)"
"152974",46,2300,1,"6-10","Male","Gasoil","Once","Professional","No","No","MTPL","<66",71.641228659,4.92965131147739,51.3289973556901,4.27167072750608,"[46,50)"
"152983",55,2300,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",2958.6835862,4.92965131147739,51.3289973556901,7.99249971400254,"[50,56)"
"153010",50,2380,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",1363.4143863,5.01228779641663,51.3781447739928,7.21774741065532,"[50,56)"
"153028",45,2440,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL","<66",481.43401446,4.97437939570036,51.1664566742844,6.17676918022718,"[42,46)"
"153046",38,2490,1,">10","Male","Petrol","Once","Private","No","No","MTPL","<66",163.46099024,5.17920462220435,51.1662758800801,5.09657437006547,"[37,42)"
"153047",47,2490,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL+","<66",2881.3160171,5.17920462220435,51.1662758800801,7.9660024191419,"[46,50)"
"153048",50,2490,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","<66",141.00183689,5.17920462220435,51.1662758800801,4.94877291788196,"[50,56)"
"153072",32,2520,2,"6-10","Male","Petrol","Once","Private","No","No","MTPL+++","<66",2675.4404448,4.58004791637477,51.1928742061227,7.89186929803809,"[29,33)"
"153080",51,2547,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","66-110",3021.8716457,4.48726446846429,51.1276824819677,8.01363166863484,"[50,56)"
"153094",33,2570,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","66-110",1858.65607,4.50357713813933,51.0958261566717,7.52760896253649,"[33,37)"
"153128",49,2630,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","<66",1286.5673936,4.37211179996056,51.1318693320178,7.15973301558099,"[46,50)"
"153153",39,2800,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+++","<66",70.401761036,4.4541246531468,51.0351936024316,4.25421827756704,"[37,42)"
"153162",36,2800,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL","66-110",65.54304795,4.4541246531468,51.0351936024316,4.18270714737701,"[33,37)"
"153165",30,2800,2,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+++","66-110",145.21602681,4.4541246531468,51.0351936024316,4.97822247377889,"[29,33)"
"153177",73,2800,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",1426.3793415,4.4541246531468,51.0351936024316,7.26289458347995,"[65,100]"
"153182",37,2800,1,">10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",1702.5327281,4.4541246531468,51.0351936024316,7.43987226139249,"[37,42)"
"153189",26,2800,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",3101.3710991,4.4541246531468,51.0351936024316,8.03959958272409,"[25,29)"
"153190",48,2800,2,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","66-110",3108.6343794,4.4541246531468,51.0351936024316,8.04193880243563,"[46,50)"
"153200",27,2830,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL+","<66",1317.5292948,4.35806978972652,51.0539689444254,7.18351351531064,"[25,29)"
"153201",72,2830,1,">10","Male","Petrol","Once","Professional","Yes","No","MTPL+","<66",3550.3310618,4.35806978972652,51.0539689444254,8.17479613496638,"[65,100]"
"153226",37,2840,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","66-110",134.0608182,4.41046416608854,51.0939609316569,4.89829356414854,"[37,42)"
"153237",53,2845,1,">10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",1426.3793415,4.32524205704131,51.1072617440338,7.26289458347995,"[50,56)"
"153242",19,2845,1,">10","Male","Petrol","Twice","Private","No","No","MTPL","<66",1277.6432267,4.32524205704131,51.1072617440338,7.15277243062712,"[0,25)"
"153243",45,2850,1,">10","Male","Gasoil","Monthly","Private","No","No","MTPL","<66",555.15754873,4.36259211962824,51.093595663808,6.31925194504811,"[42,46)"
"153280",47,2880,1,"0-1","Male","Petrol","Once","Private","No","No","MTPL","66-110",1426.3793415,4.23230660214214,51.095402463485,7.26289458347995,"[46,50)"
"153294",62,2900,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",71.219809667,4.49775917263257,51.2642195459716,4.26577100538046,"[56,65)"
"153302",37,2900,1,">10","Male","Petrol","Once","Private","No","No","MTPL","66-110",1628.1398814,4.49775917263257,51.2642195459716,7.39519346510725,"[37,42)"
"153303",37,2910,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL","<66",1467.0338796,4.45510777488991,51.449288120397,7.29099787235484,"[37,42)"
"153314",69,2920,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL+","<66",1214.6782714,4.45840451807512,51.3988047482032,7.10223452350803,"[65,100]"
"153319",37,2930,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+++","<66",68.294666075,4.49013121176676,51.3096505660512,4.22383166799272,"[37,42)"
"153320",26,2930,1,">10","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",1216.1160538,4.49013121176676,51.3096505660512,7.10341749695237,"[25,29)"
"153324",21,2930,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL+","<66",67.501406796,4.49013121176676,51.3096505660512,4.21214843908353,"[0,25)"
"153326",36,2940,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+","66-110",70.624865208,4.36648824039595,51.328254029759,4.25738228090549,"[33,37)"
"153340",26,2950,1,">10","Male","Gasoil","Once","Private","No","No","MTPL","<66",76.425573688,4.43311594139092,51.3339394456582,4.33631737429763,"[25,29)"
"153357",58,2950,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","<66",1383.865602,4.43311594139092,51.3339394456582,7.23263602308079,"[56,65)"
"153358",37,2960,1,">10","Male","Gasoil","Monthly","Private","No","No","MTPL","<66",87.0602059,4.61775097678963,51.3359679897978,4.46659990115696,"[37,42)"
"153367",50,2970,1,"0-1","Male","Gasoil","Once","Private","No","No","MTPL+++","<66",2357.3434738,4.57114029849079,51.2562280821625,7.76529061730867,"[50,56)"
"153375",51,2970,1,">10","Male","Gasoil","Once","Private","No","No","MTPL","<66",145.01771199,4.57114029849079,51.2562280821625,4.97685588661584,"[50,56)"
"153376",42,2970,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL","66-110",1363.4143863,4.57114029849079,51.2562280821625,7.21774741065532,"[42,46)"
"153377",70,2980,1,">10","Male","Petrol","Once","Private","No","No","MTPL","66-110",74.219321317,4.66002239359277,51.2577080269905,4.30702451138423,"[65,100]"
"153392",25,3000,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL+","<66",1191.2523333,4.69711028609935,50.8758536071319,7.08276041366534,"[25,29)"
"153412",46,3000,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL+","<66",137.97753589,4.69711028609935,50.8758536071319,4.92709088850075,"[46,50)"
"153413",37,3000,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL+","<66",142.78667027,4.69711028609935,50.8758536071319,4.96135170010035,"[37,42)"
"153430",31,3000,1,">10","Male","Petrol","Twice","Private","No","No","MTPL","<66",651.06755346,4.69711028609935,50.8758536071319,6.47861340558072,"[29,33)"
"153435",34,3020,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL+","66-110",137.97753589,4.63607622702582,50.9106465817499,4.92709088850075,"[33,37)"
"153441",56,3040,1,">10","Male","Petrol","Twice","Private","No","No","MTPL","66-110",1426.3793415,4.60136402013235,50.7899227637561,7.26289458347995,"[56,65)"
"153442",23,3050,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",1611.307911,4.65097891495188,50.8295744756484,7.38480149526771,"[0,25)"
"153470",35,3090,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL+","<66",7258.3224054,4.52228494711539,50.7713842063241,8.88990400748085,"[33,37)"
"153492",71,3120,1,"0-1","Male","Petrol","Once","Private","No","No","MTPL+++","<66",1441.6247933,4.69876495325672,50.9941115466561,7.27352608516623,"[65,100]"
"153512",28,3150,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+","66-110",66.608990107,4.63051267404575,50.9641686869845,4.19883955502806,"[25,29)"
"153532",36,3200,1,">10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",1562.1010464,4.81422806502268,50.980147551443,7.35378701870422,"[33,37)"
"153533",37,3210,1,"0-1","Male","Gasoil","Once","Private","No","No","MTPL+++","<66",3293.0175831,4.81169193306576,50.8867413574274,8.09955962190052,"[37,42)"
"153546",39,3270,1,">10","Male","Gasoil","Thrice","Private","No","No","MTPL","<66",297.47222973,4.96637789415901,50.9709440497907,5.69532087518335,"[37,42)"
"153569",42,3300,1,">10","Male","Gasoil","Once","Private","No","No","MTPL","<66",152.35536033,4.93139192077221,50.8117545442601,5.0262156891252,"[42,46)"
"153572",24,3350,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","<66",1426.3793415,5.03134597403084,50.8208920884369,7.26289458347995,"[0,25)"
"153598",64,3500,1,"6-10","Male","Petrol","Twice","Private","Yes","No","MTPL","66-110",1426.3793415,5.33336062584643,50.9269096352779,7.26289458347995,"[56,65)"
"153599",76,3500,1,">10","Male","Petrol","Once","Private","No","No","MTPL","<66",400.37283186,5.33336062584643,50.9269096352779,5.99239619264148,"[65,100]"
"153622",36,3550,1,">10","Male","Petrol","Twice","Private","No","No","MTPL","<66",1400.1274173,5.27855047586123,51.019865749634,7.24431852381912,"[33,37)"
